video_name,IMG_0058
cand,4.17,8.33,20.83,8.33,4.17,8.33,4.17,25.0,25.0,4.17,8.33,4.17,25.0,4.17,25.0,4.17,8.33,4.17,4.17,4.17,8.33,4.17,8.33,4.17,25.0,8.33
pinyin,4.17,8.33,20.83,8.33,4.17,8.33,4.17,25.0,25.0,4.17,8.33,4.17,25.0,4.17,25.0,4.17,4.17,8.33,4.17,4.17,8.33,8.33,8.33,4.17,20.83,8.33
start,281,409,542,803,936,1072,1205,1342,1611,1885,2017,2150,2282,2420,2544,2685,2826,3095,3232,3365,3497,3634,3766,3904,4032,4301
cand_change,282,411,547,805,937,1074,1206,1348,1617,1886,2019,2151,2288,2421,2550,2686,2828,3096,3233,3366,3499,3635,3768,3905,4038,4303
pinyin_change,282,411,547,805,937,1074,1206,1348,1617,1886,2019,2151,2288,2421,2550,2686,2827,3097,3233,3366,3499,3636,3768,3905,4037,4303

video_name,IMG_0052
cand,4.17,8.33,141.67,4.17,108.33,4.17,4.17,8.33,29.17,4.17,8.33,8.33,8.33,4.17,4.17,8.33,4.17,8.33
pinyin,4.17,8.33,4.17,20.83,108.33,8.33,4.17,58.33,29.17,4.17,108.33,4.17,8.33,4.17,8.33,8.33,4.17,4.17
start,542,678,816,1081,1354,1491,1764,2170,2294,2701,2974,3243,3513,3642,3778,3911,4044,4172
cand_change,543,680,850,1082,1380,1492,1765,2172,2301,2702,2976,3245,3515,3643,3779,3913,4045,4174
pinyin_change,543,680,817,1086,1380,1493,1765,2184,2301,2702,3000,3244,3515,3643,3780,3913,4045,4173

video_name,IMG_0052
cand,4.17,8.33,141.67,4.17,108.33,4.17,4.17,8.33,29.17,4.17,8.33,8.33,8.33,4.17,4.17,8.33,4.17,8.33
pinyin,4.17,8.33,4.17,20.83,108.33,8.33,4.17,58.33,29.17,4.17,108.33,4.17,8.33,4.17,8.33,8.33,4.17,4.17
start,542,678,816,1081,1354,1491,1764,2170,2294,2701,2974,3243,3513,3642,3778,3911,4044,4172
cand_change,543,680,850,1082,1380,1492,1765,2172,2301,2702,2976,3245,3515,3643,3779,3913,4045,4174
pinyin_change,543,680,817,1086,1380,1493,1765,2184,2301,2702,3000,3244,3515,3643,3780,3913,4045,4173

video_name,IMG_0052
cand,4.17,8.33,141.67,4.17,108.33,4.17,4.17,8.33,29.17,4.17,8.33,8.33,8.33,4.17,4.17,8.33,4.17,8.33
pinyin,4.17,8.33,4.17,20.83,108.33,8.33,4.17,58.33,29.17,4.17,108.33,4.17,8.33,4.17,8.33,8.33,4.17,4.17
start,542,678,816,1081,1354,1491,1764,2170,2294,2701,2974,3243,3513,3642,3778,3911,4044,4172
cand_change,543,680,850,1082,1380,1492,1765,2172,2301,2702,2976,3245,3515,3643,3779,3913,4045,4174
pinyin_change,543,680,817,1086,1380,1493,1765,2184,2301,2702,3000,3244,3515,3643,3780,3913,4045,4173

video_name,IMG_0052

video_name,IMG_0052

video_name,IMG_0052

video_name,IMG_0052

video_name,IMG_0052
cand,116.67,8.33,58.33,79.17,8.33,41.67,25.0,33.33,8.33,125.0,54.17,8.33,79.17,79.17,12.5,4.17,54.17,33.33,25.0,8.33,79.17
pinyin,141.67,79.17,79.17,75.0,8.33,125.0,95.83,62.5,8.33,4.17,112.5,45.83,75.0,41.67,62.5,108.33,29.17,87.5,54.17,108.33,79.17,8.33,120.83
start,410,542,816,948,1209,1354,1491,1764,2034,2170,2428,2701,2974,3377,3513,3778,3911,4044,4172,4297,4434
cand_change,438,544,830,967,1211,1364,1497,1772,2036,2200,2441,2703,2993,3396,3516,3779,3924,4052,4178,4299,4453
start,410,678,948,1081,1209,1491,1764,1901,2034,2170,2568,2701,2838,2974,3243,3377,3513,3642,3778,4044,4172,4297,4434
pinyin_change,444,697,967,1099,1211,1521,1787,1916,2036,2171,2595,2712,2856,2984,3258,3403,3520,3663,3791,4070,4191,4299,4463

video_name,IMG_0058
cand,129.17,129.17,8.33,112.5,112.5,133.33,25.0,8.33,75.0,58.33,62.5,29.17,8.33,12.5,50.0,95.83,8.33,75.0
pinyin,45.83,58.33,41.67,25.0,41.67,150.0,50.0,112.5,12.5,150.0,8.33,29.17,8.33,75.0,108.33,45.83,79.17,62.5,12.5,50.0,41.67,95.83,62.5,8.33,12.5
start,280,408,541,802,1204,1747,1884,2016,2149,2419,2825,3094,3364,3496,3633,3765,3903,4300
cand_change,311,439,543,829,1231,1779,1890,2018,2167,2433,2840,3101,3366,3499,3645,3788,3905,4318
start,408,541,689,802,935,1071,1204,1341,1610,1747,1884,2016,2149,2281,2419,2543,2684,2825,3094,3231,3364,3765,3903,4031,4300
pinyin_change,419,555,699,808,945,1107,1216,1368,1613,1783,1886,2023,2151,2299,2445,2554,2703,2840,3097,3243,3374,3788,3918,4033,4303

video_name,IMG_0058
cand,129.17,129.17,8.33,112.5,112.5,133.33,25.0,8.33,75.0,58.33,62.5,29.17,8.33,12.5,50.0,95.83,8.33,75.0
start,280,408,541,802,1204,1747,1884,2016,2149,2419,2825,3094,3364,3496,3633,3765,3903,4300
cand_change,311,439,543,829,1231,1779,1890,2018,2167,2433,2840,3101,3366,3499,3645,3788,3905,4318
pinyin,45.83,58.33,41.67,25.0,41.67,150.0,50.0,112.5,12.5,150.0,8.33,29.17,8.33,75.0,108.33,45.83,79.17,62.5,12.5,50.0,41.67,95.83,62.5,8.33,12.5
